Insect family,Insect genus,Insect species,Plant family,Plant genus/species,Plant biostatus,Institute,Catalog number,Region,Locality,Year
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Triticum,Exotic,PANZ,,Mid Canterbury,,1995
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,PCNZ,,,,1968
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Festuca,Indigenous,PCNZ,,,,
Aphididae,Myzus,Myzus persicae,Gramineae,Hordeum,Exotic,PCNZ,,Mid Canterbury,,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Sorghum,Exotic,PCNZ,,,,1976
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Hordeum,Exotic,PFNZ,,Mid Canterbury,,1997
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Hordeum,Exotic,PFNZ,,Mid Canterbury,,1997
Aphididae,Metopolophium,Metopolophium festucae,Gramineae,Hordeum,Exotic,PFNZ,,,,1996
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04133761,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04133863,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04133950,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04133953,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04133954,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04133956,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04133957,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04133983,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134002,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134004,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134017,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134018,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134035,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134095,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134104,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134112,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134137,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134146,Nelson,Nelson,1944
Cicadellidae,Anzygina,Anzygina dumbletoni,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC04134167,Nelson,Nelson,1944
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02001436,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2003
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02001438,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2003
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02001439,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2003
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02001441,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2003
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02001444,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2003
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02001447,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2003
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02001450,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2003
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02002961,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2004
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02002964,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2004
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02003804,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2004
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02003807,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2004
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02003810,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2004
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02006180,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2008
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Bambusa multiplex,Exotic,NZAC,NZAC02007901,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2009
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Bambusa multiplex,Exotic,NZAC,NZAC02007904,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2009
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Bambusa multiplex,Exotic,NZAC,NZAC02007907,Auckland,"Auckland, Glen Eden, 44C Pleasant Road",2009
Diaspididae,Kuwanaspis,Kuwanaspis pseudoleucaspis,Gramineae,Bambusa multiplex,Exotic,NZAC,NZAC02007655,Auckland,"Auckland, Parnell",2008
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,CNC,,Auckland,"St Heliers, Dingle Dell Reserve",2008
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,BMNH,,Waikato,"Raglan, Wainui Bush Reserve",1976
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,CNC,,Auckland,Hunua Falls,1941
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,EMEC,,Auckland,Hunua Falls,1941
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,,,Auckland,Hunua Falls,1941
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,PANZ,,Auckland,Wattle Bay,1982
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,PANZ,,Auckland,Titirangi,1982
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,BMNH,,Waikato,Hamilton,1977
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,PANZ,,Waikato,Hamilton,1976
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,BMNH,,Auckland,Purewa,1951
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,CNC,,Auckland,Piha,1999
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Oplismenus hirtellus,Indigenous,,,,,
Hormaphididae,Pseudoregma,Pseudoregma panicola,Gramineae,Microlaena stipodes,Indigenous,,,Auckland,,2005
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Lolium perenne,Exotic,PANZ,,Waikato,"Ruakura, Agriculture Research Centre glasshouse",1976
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Bromus,Indigenous,PCNZ,,Dunedin,"Invermay, Invermay Res Centre, glasshouse",1986
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Poa annua,Exotic,BMNH,,Auckland,"Mount Albert, DSIR",1983
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Lolium perenne,Exotic,PANZ,,Northland,"Okaihau, Seales",1974
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Lolium perenne,Exotic,PANZ,,Auckland,Wellsford,1975
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Lolium,Exotic,BMNH,,Auckland,Wellsford,1975
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Lolium perenne,Exotic,PANZ,,Auckland,Mangere,1978
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Secale cereale,Exotic,PFNZ,,Mid Canterbury,Lincoln,1964
Pemphigidae,Aploneura,Aploneura lentisci,Gramineae,Lolium perenne,Exotic,BMNH,,Mid Canterbury,Irwell,1983
Phlaeothripidae,Baenothrips,Baenothrips moundi,Gramineae,Festuca,Indigenous,NZAC,NZAC02020875,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021052,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021059,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021066,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021067,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021068,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021082,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021083,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021084,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021085,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Emprosthiothrips,Emprosthiothrips bogong,Gramineae,Festuca,Indigenous,NZAC,NZAC02021194,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Emprosthiothrips,Emprosthiothrips bogong,Gramineae,Festuca,Indigenous,NZAC,NZAC02021210,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Emprosthiothrips,Emprosthiothrips bogong,Gramineae,Festuca,Indigenous,NZAC,NZAC02021214,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Emprosthiothrips,Emprosthiothrips bogong,Gramineae,Festuca,Indigenous,NZAC,NZAC02021216,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02027454,Central Otago,"Rockland Station, nr Rock & Pillar Range",1980
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021070,Auckland,"Auckland Harbour, Traherne Island",1979
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021076,Auckland,"Auckland Harbour, Traherne Island",1979
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021090,Auckland,"Auckland Harbour, Traherne Island",1979
Phlaeothripidae,Baenothrips,Baenothrips moundi,Gramineae,Deschampsia,Indigenous,NZAC,NZAC02020763,Central Otago,Old Man Range,1982
Phlaeothripidae,Emprosthiothrips,Emprosthiothrips bogong,Gramineae,Deschampsia,Indigenous,NZAC,NZAC02021233,Central Otago,Old Man Range,1982
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Gramineae,Deschampsia,Indigenous,NZAC,NZAC02022395,Central Otago,Old Man Range,1982
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02022086,Buller,Lake Rotoiti,1979
Phlaeothripidae,Haplothrips,Haplothrips niger,Gramineae,Hordeum vulgare,Exotic,NZAC,NZAC02020227,Wairarapa,"Masterton, E",1961
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Gramineae,Zea mays,Exotic,NZAC,NZAC02021941,Waikato,Te Kauwhata,1976
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Gramineae,Danthonia,Exotic,NZAC,NZAC02022109,Auckland,Mangere,1947
Phlaeothripidae,Carientothrips,Carientothrips badius,Gramineae,Festuca,Indigenous,NZAC,NZAC02021079,Taupo,Taupo,1979
Pseudococcidae,Antonina,Antonina socialis,Gramineae,Bambusa multiplex,Exotic,NZAC,NZAC02007658,Auckland,"Auckland, Parnell",2008
Pseudococcidae,Antonina,Antonina socialis,Gramineae,Bambusa multiplex,Exotic,NZAC,NZAC02007661,Auckland,"Auckland, Parnell",2008
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Festuca,Indigenous,NZAC,NZAC02026085,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1990
Thripidae,Pseudanaphothrips,Pseudanaphothrips achetus,Gramineae,Festuca,Indigenous,NZAC,NZAC02022802,Central Otago,"Rocklands Station, nr Rock & Pillar Range",1980
Thripidae,Stenchaetothrips,Stenchaetothrips martini,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02016271,Auckland,"Muriwai Beach, 20 km W Auckland",2016
Thripidae,Stenchaetothrips,Stenchaetothrips martini,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02016272,Auckland,"Muriwai Beach, 20 km W Auckland",2016
Thripidae,Stenchaetothrips,Stenchaetothrips martini,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02016273,Auckland,"Muriwai Beach, 20 km W Auckland",2016
Thripidae,Stenchaetothrips,Stenchaetothrips martini,Gramineae,Phyllostachys aurea,Exotic,NZAC,NZAC02016274,Auckland,"Muriwai Beach, 20 km W Auckland",2016
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026214,Nelson,"Nelson, Cawthron Institute",
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026237,Nelson,"Nelson, Cawthron Institute",
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025888,Southland,"Invercargill, Airport",1977
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025889,Southland,"Invercargill, Airport",1977
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025945,Mid Canterbury,"Ashburton, Tinwald",1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025946,Mid Canterbury,"Ashburton, Tinwald",1959
Thripidae,Aptinothrips,Aptinothrips rufus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02027275,Wanganui,Palmerston North,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026042,Westland,South Westland,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026052,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026062,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026064,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026065,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026081,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026098,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026099,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026108,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026116,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026127,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026130,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026132,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026142,Mid Canterbury,Christchurch,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025821,Buller,Lake Rotoiti,1977
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025952,Buller,Lake Rotoiti,1977
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025961,Buller,Lake Rotoiti,1977
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025970,Buller,Lake Rotoiti,1977
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026220,,South Island,
Thripidae,Pseudanaphothrips,Pseudanaphothrips achetus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02022772,Buller,Lake Rotoiti,1977
Thripidae,Tenothrips,Tenothrips frici,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025288,Buller,Lake Rotoiti,1977
Thripidae,Limothrips,Limothrips cerealium,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026281,Mid Canterbury,Eiffelton ?,1942
Thripidae,Anaphothrips,Anaphothrips obscurus,Gramineae,Zea mays,Exotic,NZAC,NZAC02026398,Waikato,Te Kauwhata,1976
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Gramineae,Zea mays,Exotic,NZAC,NZAC02025771,Waikato,Te Kauwhata,1976
Thripidae,Aptinothrips,Aptinothrips rufus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02027281,Mid Canterbury,Ashburton?,1958
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026145,Mid Canterbury,Ashburton?,1959
Thripidae,Aptinothrips,Aptinothrips rufus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02027283,Mid Canterbury,Ashburton,1959
Thripidae,Aptinothrips,Aptinothrips rufus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02027344,Mid Canterbury,Ashburton,1958
Thripidae,Aptinothrips,Aptinothrips rufus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02027348,Mid Canterbury,Ashburton,
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025801,Mid Canterbury,Ashburton,1939
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025808,Mid Canterbury,Ashburton,1939
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025813,Mid Canterbury,Ashburton,1939
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025816,Mid Canterbury,Ashburton,1939
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025823,Mid Canterbury,Ashburton,1958
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025831,Mid Canterbury,Ashburton,1939
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025861,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025868,Mid Canterbury,Ashburton,1958
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025872,Mid Canterbury,Ashburton,1958
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025898,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025901,Mid Canterbury,Ashburton,1939
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025910,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025929,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025931,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025932,Mid Canterbury,Ashburton,1958
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025938,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025940,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025941,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025947,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025973,Mid Canterbury,Ashburton,1939
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025975,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025978,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025982,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025983,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025985,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025987,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025988,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025989,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025990,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025991,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025993,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025996,Mid Canterbury,Ashburton,1939
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025997,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02025999,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026000,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026003,Mid Canterbury,Ashburton,1959
Thripidae,Chirothrips,Chirothrips manicatus,Gramineae,Dactylis glomerata,Exotic,NZAC,NZAC02026007,Mid Canterbury,Ashburton,1939
